Title,Author,CallNumber,Subject
"Gavurun dölü","Özer, Candan.","PL248 .O9473 .G38 2010","Turkish fiction"
"Metal fırtına-5 : karanlık savaş","Turna, Burak, 1975-","PL248 .T876 M484 2010","Turkish fiction"
"Büyük defter, kanıt, üçüncü yalan","Kristof, Agota.","PQ2671 .R55 A2819 2010","Turkish fiction"
"Paradokya ve kayıp pusula","Gülbent, Cem.","PL248.G73 .P3 2010","Turkish fiction"
"Berci Kristin çöp masalları","Tekin, Latife.","PL248.T35 .B4 2010","Turkish fiction"
"Cumhuriyet : Türk mucizesi : ikinci kitap","Özakman, Turgut, 1930-","PL248.O935 .C8 2010","Turkish fiction"
"Bir düş için ağıt","Selby, Hubert.","PS3569 .E547 .R47 2010","Turkish fiction"
"Bir daha bak","Picoult, Jodi, 1966-","PS3566 .I372 S4319 2010","Turkish fiction"
"Kırık hayatlar","Uşaklıgil, Halit Ziya,1869-1945","PL248 .U83 K57 2010","Turkish fiction"
"9","Önder, Efsun,","PL248.O58 D6 2010","Turkish fiction"
"Bir de baktım yoksun : öykü","Kopan, Yekta, 1968-","PL248.K6574 B57 2010","Turkish fiction"
"Sarmaşık","İşigüzel, Şebnem, 1973-","PL248 .I854 S27 2010","Turkish fiction"
"47 numaralı kamara","Hükümenoğlu, Hikmet,","PL248.H858 K47 2010","Turkish fiction"
"Sonsuzluk için yedi gün : roman","Levy, Marc, 1961-","PQ2672 .E9488 S4719 2010","Turkish fiction"
"Konsey cinayetleri : Bir Metin Çakır hikayesi","Tunaboylu, Armağan, 1962-","PL248.T857 K66 2010","Turkish fiction"
"Sonuncu : roman","Yücel, Tahsin,","PL248.Y735 S69 2010","Turkish fiction"
"Kravat : roman","Batur, Enis, 1952-","PL248.B353 K73 2010","Turkish fiction"
"Yeşil","Dekker, Ted, 1962-","PS3554 .E43 G74 2010","Turkish fiction"
"Yaşamak istiyorum","Rand, Ayn,","PS3535 .A547 W419 2010","Turkish fiction"
"Araba sevdası","Recaizade, Mahmut Ekrem, 1847-1914,","PL248.R43 A73 2010","Turkish fiction"
"Kara Fatma : Kurtuluş Savaşı'nın ilk Türk kadın subayı Fatma Seher'in kahramanlık öyküsü","Elmas Akay, Gonca,","PL248 .E46 K37 2011","Turkish fiction"
"Temsilci : isteyebilmek için isteği bilmelisin","Çokyiğit, Murat, 1970-","PL248 .C659 T46 2010","Turkish fiction"
"Rodos'tan Karşıyaka'ya : 1685 sokak","İzmirli, Zühal","PL248.I99.R69 2010","Turkish fiction"
"Serçe kuşun sonbaharı","Karakoyunlu, Yılmaz.","PL248.K269S47 2010","Turkish fiction"
"Dört dörtlük","Saylık, Zeynep,","PL248.S275.D71 2010","Turkish fiction"
"Cumhuriyet : Türk mucizesi","Özakman, Turgut.","PL248.O935 .C8 2009","Turkish fiction"
"Bir deliler evinin yalan yanlış anlatılan kısa tarihi","Tunç, Ayfer.","PL248.T849 B6171 2009","Turkish fiction"
"Gölgesizler","Toptaş, Hasan Ali, 1958-","PL248.T67G67 2009 C.2","Turkish fiction"
"Aşk","Şafak, Elif, 1971-","PL248.S282 A85 2009","Turkish fiction"
"Maraz","Altaylı, Hande, 1971-","PL248A48 2009","Turkish fiction"
"Abdülmecit : İmparatorluk çökerken Sarayda 22 Yıl","Topuz, Hıfzı.","PL248.T6776 A14 2009","Turkish fiction"
"Bir hayaldi gerçekten güzel","Müstecaplıoğlu, Barış,","PL248.M878 B5 2009","Turkish fiction"
"Afacanlar çetesi","Ongun, İpek, 1942-","PL248.O54A33 2009","Turkish fiction"
"Tatarcık : roman","Adıvar, Halide Edip, 1885-1964.","PL248.A33T38 2009","Turkish fiction"
"Sürgü : karlar altında yatan bir tarih","Aydemir, Talip,","PL248 .A93 S87 2009","Turkish fiction"
"Bizim gizli bahçemizden","Bezmen, Nermin,","PL248 .B49 B625 2009","Turkish fiction"
"Kar çiçekleri : bir Sarıkamış romanı","Topsever, Fügen,","PL248 .T676 K37 2009","Turkish fiction"
"Oy Trabzon Trabzon senden ayrılacağım","Alişanoğlu, Hilmi Köksal, 1958-","PL248.A438 O9 2009","Turkish fiction"
"Kutsal meclis","Dekker, Ted, 1962-","PS3554 .E43 A6619 2009","Turkish fiction"
"Kiralık adam","Aldoğan, Yazgülü,","PL248.A3735 K53 2009","Turkish fiction"
"İki kişilik yalnızlık : roman","Akyüz, Sinan, 1972-","PL248.A399 I35 2009","Turkish fiction"
"Filiz, neredesin? : bir yaşama albümü","İnam, Ahmet, 1947-","PL248 .I53 F55 2009","Turkish fiction"
"Aydaki kadın","Tanpınar, Ahmet Hamdi, 1901-1962","PL248.T167 A93 2009","Turkish fiction"
"Çöplüğün Generali : roman","Baydar, Oya.","PL248.B391 .C67 2009","Turkish fiction"
"İkaz","Patterson, James, 1947-","PS3566 .A822 .Y5619 2009","Turkish fiction"
"Oyun","Dekker, Ted, 1962-","PS3554 .E43 .S5719 2009","Turkish fiction"
"İzmir büyücüleri","Meimaridi, Mara,","PA5624.E36 I419 2009","Turkish fiction"
"Beylerbeyi'nden yükselirken hüzün","İzmirli, Zühal, 1950-","PL248.I99 B49 2009","Turkish fiction"
"Rahmi Bey","Gökbudak, Naşide, 1937-","PL248.G6415 R3 2009","Turkish fiction"
"Miralay'ın kızı Süreyya","Gökbudak, Naşide, 1937-","PL248.G6415 M4 2009","Turkish fiction"
"Mahzen","Abbott, Jeff,","PS3601 .B366 C65 2009","Turkish fiction"
"Baba ve piç","Şafak, Elif,","PL248.S282 B33 2009","Turkish fiction"
"Şeytanminareleri","Karakuş, Hidayet, 1946-","PL248.K3692 S49 2009","Turkish fiction"
"Aşk-ı memnu","Uşaklıgil, Halit Ziya, 1869-1945.","PL248 .U83 A86 2009","Turkish fiction"
"Kadın öykülerinde İzmir","Yazıcı, Yasemin,","PL223.K33 2009","Turkish fiction"
"Kayıp gül","Özkan, Serdar, 1975-","PL248.O9525 K39 2009","Turkish fiction"
"Belleğin kış uykusu","Eroğlu, Mehmet,","PL248.E785 B45 2009","Turkish fiction"
"Beyaz kaplan: Tanrının gazabı","Bülbül, Fatih Burak,","PL248.B93 B57 2009","Turkish fiction"
"İsa'nın sırrı : ""yılanlar sardı mihrabı""","Chor,","PL248.C467 I83 2009","Turkish fiction"
"Tudor : kral güçlüydü, kraliçe hırslı","Massie, Elizabeth,","PS3563 .A79973 T83 2009","Turkish fiction"
"Moskof cariye Hürrem : Osmanoğlu'nun tacına ve tahtına ortak olmaya geldi","Altınyeleklioğlu, Demet,","PL248.A46 M67 2009","Turkish fiction"
"Sadece başbakan okusun","Demirkıran, Erdal.","PL248.D46S23 2009","Turkish fiction"
"Forbes cinayetleri","Anıl, Mehmet, 1962-","PL248.A553.F67 2009","Turkish fiction"
"Kuyucaklı Yusuf","Sabahattin Ali, 1906-1948,","PL248.A38 K89 2008","Turkish fiction"
"Şok dalgası : roman","Aysu, Osman T., 1936-","PL248.A97 S68 2008","Turkish fiction"
"Imagining the Turkish house : collective visions of home","Bertram, Carel, 1943-","NA7394.B47 2008","Turkish fiction"
"Aşk büyüsü","Uçkan, İlhan.","PL248.U25 A85 2008.","Turkish fiction"
"Son ada","Livaneli, Ömer Zülfü, 1946-","PL248.4.L5S66 2008","Turkish fiction"
"Metal fırtına","Uçar, Orkun.","PL248.U23 M48 2008","Turkish fiction"
"Piraye","Tan, Canan, 1951-","PL248.T36 P57 2008","Turkish fiction"
"Alevden küle: eroinle dans","Tan, Canan.","PL248.T36 E76 2008","Turkish fiction"
"Şimdi düğün zamanı","Ongun, İpek, 1942-","PL248.O54 S56 2008","Turkish fiction"
"Karanlık bir geceydi : 12 Eylül 1980","Dinç, Sevim Korkmaz.","PL248.D583K181 2008","Turkish fiction"
"Kadından kentler","Mungan, Murathan,","PL248.M86 K33 2008","Turkish fiction"
"Kurt Seyt & Murka : roman","Bezmen, Nermin,","PL248 .B49 K87 2008","Turkish fiction"
"Kurt Seyt & Shura","Bezmen, Nermin,","PL248 .B49 K87 2008","Turkish fiction"
"Drina'da son gün : roman","Baysal, Faik, 1922-2002.","DR719.S469 2003","Turkish fiction"
"Yüreğim seni çok sevdi","Tan, Canan, 1951-","PL248.T36 Y87 2009","Turkish fiction"
"Son hafriyat : Bir AnKara polisiyesi","Serbes, Emrah, 1981-","PL248.S47 S69 2008","Turkish fiction"
"Bir gün, gece","Kırıkkanat, Mine G.","PL248.K4871 B57 2008","Turkish fiction"
"Allah'ın kızları","Gürsel, Nedim,","PL248.G847 A45 2008","Turkish fiction"
"Hayal ve gerçek : yirmi beş yıl sonra bizim köy","Makal, Mahmut, 1933-","PL248.M35 H39 2008","Turkish fiction"
"Keklik","Baykurt, Fakir, 1929-1999.","PL248.B395 K28 2008","Turkish fiction"
"Koca ren","Baykurt, Fakir, 1929-1999.","PL248 .B395 K63 2008","Turkish fiction"
"Sırça tuzak","Bezmen, Nermin,","PL248 .B49 S57 2008","Turkish fiction"
"İnsan kısım kısım, yer damar damar","Meryem, Hatice,","PL248 .M479 I57 2008","Turkish fiction"
"Köprü","Kulin, Ayşe,","PL248.K85 K67 2008","Turkish fiction"
"Konuştuğumuz gibi uzaklara","Başar, Kürşat, 1963-","PL248. B334K668 2008","Turkish fiction"
"Saklı yüzler","Dalí, Salvador, 1904-1989.","PQ6607 .A4 .V5719 2008","Turkish fiction"
"Kevin hakkında konuşmalıyız","Shriver, Lionel.","PS3569 .H742 W4 2008","Turkish fiction"
"Çırak","Gerritsen, Tess.","PS3557 .E687 .A8419 2011","Turkish fiction"
"Yüreğini ferah tut : ""psihi vathia""","Saçaklıoğlu, Celal,","PL248.S215 Y87 2008","Turkish fiction"
"Imagining the Turkish house : collective visions of home","Bertram, Carel, 1943-","NA7394 .B47 2008","Turkish fiction"
"Bozkır kitabı : anlatı","Erdem, Tuncer, 1962-","PL248 .E7366 B6 2008","Turkish fiction"
"Orhan Pamuk'un edebi dünyası","Esen, Nüket, 1949-","PL248.P34 Z816 2008","Turkish fiction"
"Golem : roman","Meyrink, Gustav, 1868-1932,","PT2625 .E95 G6219 2008","Turkish fiction"
"Huzur","Tanpınar, Ahmet Hamdi, 1901-1962.","PL248.T234 H89 2008","Turkish fiction"
"Sergüzeşt","Samipaşazade Sezai, 1860-1936,","PL248.S298 S47 2008","Turkish fiction"
"Mor : yeni yalan zamanlar-2","Aral, İnci,","PL248.A728 M67 2008","Turkish fiction"
"Yatağımdaki yabancı","Akyüz, Sinan, 1972-","PL248 .A39 Y38 2008","Turkish fiction"
"Bir beyazperde masalı : roman","Aysu, Osman T., 1936-","PL248 .A97 B57 2007","Turkish fiction"
"Fransızca bilen yeşil atkı","Kutlu, Melis.","PL248.K878 F73 2007","Turkish fiction"
"Benim küçük prensesim","Sultan, Nilüfer.","PL248.N55 B467 2007","Turkish fiction"
"Uzunca sevindik : tarihi roman","Mısıroğlu, Kadir,","PL248.M57 U99 2007","Turkish fiction"
"Bir senin sevgililiğine özendim","Hiçler, İlkim.","PL248.H631B617 2007","Turkish fiction"
"Aşkın sönmeyen ateşi","Demirci, Mustafa.","PL248.D378A83 2007","Turkish fiction"
"İstanbullular","Uzuner, Buket.","PL248.U98I88 2007","Turkish fiction"
"Fatma Aliye : uzak ülke","Barbarosoğlu, Fatma Karabıyık, 1962-","PL248.B373F3 2007","Turkish fiction"
"Suskunlar","Anar, İhsan Oktay, 1960-","PL248.A525 S87 2007","Turkish fiction"
"Eşekli kütüphaneci","Baykurt, Fakirt , 1929-1999.","PL248.B395E84 2007","Turkish fiction"
"Korku İmparatorluğu","Eren, Cevat, 1950-","PL248.E6 K84 2007","Turkish fiction"
"Biz kimden kaçıyorduk Anne?","Mağden, Perihan, 1960-","PL248.M33 B62 2007","Turkish fiction"
"Kızıl vaiz : derzulya","Uçar, Orkun, 1969-","PL248.U23K59 2007","Turkish fiction"
"Saatleri ayarlama enstitüsü","Tanpınar, Ahmet Hamdi, 1901-1962","PL248.T367 S23 2007","Turkish fiction"
"Artemisia'nın çilesi","Vreeland, Susan,","PS3572 .R34 P3719 2007","Turkish fiction"
"Köygöçüren","Baykurt, Fakir, 1929-1999.","PL248.B395 K88 2007","Turkish fiction"
"Zifir : cinler, insanlar, şeytanlar, isyankar melekler... zifiri bir savaşın eşiğinde!","Uçar, Orkun, 1969-","PL248 .U23 Z54 2007","Turkish fiction"
"Mühtedi : roman","Gürmen, Osman Necmi, 1927-","PL248.G87646 M84 2007","Turkish fiction"
"Kuklaturka : roman","Tuşalp, Erbil, 1945-","PL248.T876 K85 2007","Turkish fiction"
"İstanbul'da bir merhamet haftası : roman","Gülsoy, Murat, 1967-","PL248.G74 .I883 2007","Turkish fiction"
"Veda: Esir şehirde bir konak","Kulin, Ayşe,","PL248.K77 V4 2007","Turkish fiction"
"Eylül","Mehmet Rauf, 1875-1931.","PL248.M45 E95 2007","Turkish fiction"
"Yalan : roman","Yücel, Tahsin, 1933-","PL248.Y73 Y35 2007","Turkish fiction"
"Maximum ride : melek deneyi : roman","Patterson, James, 1947-","PS3566.A822 .M38 2007","Turkish fiction"
"Marcovaldo ya da kentte mevsimler","Calvino, Italo, 1923-1985,","PQ4809 .A45 M319 2007","Turkish fiction"
"Haberci çocuk cinayetleri","Mağden, Perihan, 1960-","PL245 .M33 H3 2007","Turkish fiction"
"Arturo'nun adası : roman","Morante, Elsa, approximately 1912-1985,","PQ4829.O615 I819 2007","Turkish fiction"
"Pandora","Rice, Anne, 1941-","PS3568 .I265 P3619 2007","Turkish fiction"
"Kabus : Schrödinger'in kedisi I.kitap","Alatlı, Alev,","PL248.A3775 K33 2007 C.2","Turkish fiction"
"Yeter tenimi acıtmayın","Arıkan, Meltem, 1968-","PL248.A76Y48 2007","Turkish fiction"
"Şimdiki çocuklar harika","Nesin, Aziz, 1915-1995,","PL248.N47 S56 2007","Turkish fiction"
"Malafa","Günday, Hakan, 1976-","PL248.G8631 M35 2007 C.2","Turkish fiction"
"Sen olsaydın yapmazdın, biliyorum : roman","Başar, Kürşat, 1963-","PL248.B334S46 2007","Turkish fiction"
"Yer demir gök bakır","Yaşar Kemal, 1922-","PL248.Y3Y47 2007","Turkish fiction"
"Yüreğimde yare var : ittihatçılar","Aysu, Osman T., 1936-","PL248 .A97 Y87 2006","Turkish fiction"
"Uzun gece","Aysu, Osman T., 1936-","PL248.A97U98 2006","Turkish fiction"
"Mahrem : görmeye ve görülmeye dair bir roman","Şafak, Elif, 1971-","PL248.S282 M34 2009","Turkish fiction"
"Metal fırtına 3:  Kızıl kurt","Uçar, Orkun.","PL248.U23 M482 2006","Turkish fiction"
"Kırmızı pelerinli kent","Erdoğan, Aslı, 1967-","PL248.E736K929 2006","Turkish fiction"
"Selma ve gölgesi","Safa, Peyami, 1899-1961,","PL248.S243 S45 2006","Turkish fiction"
"Leyla'nın evi","Livaneli, Ömer Zülfü, 1946-","PL248.4.L5 L49 2006","Turkish fiction"
"Uzun beyaz bulut : Gelibolu","Uzuner, Buket, 1955-","PL248.U986 U98 2006","Turkish fiction"
"Serseri milyoner","Orhan Kemal, 1914-1970.","PL248.O743 S47 2006","Turkish fiction"
"Çanakkale geçilmedi : Yüzbaşı Mehmet Hilmi","Sanlıtop, Gazanfer,","PL248 .S26 C36 2006","Turkish fiction"
"Çanakkale çocukları","Miquel, Pierre, 1930-","PQ2673 .I735 L56 2006","Turkish fiction"
"Savrulanlar","Aykol, Esmahan,","PL248 .A898 S28 2006","Turkish fiction"
"Şelale'nin bez bebeği","Gökbudak, Naşide,","PL248 .G65 S46 2006","Turkish fiction"
"Kalpten parçalar","Koç, Hamdi, 1963-","PL248 .K56 K35 2006","Turkish fiction"
"Sezen Aksu şarkılarıyla büyüyen kız çocuğu","Özmen, Mert.","PL248.O99 S4 2006","Turkish fiction"
"Son 13 gün","Yazıcı, Ayşenur, 1958-","PL248.Y39 S69 2006","Turkish fiction"
"Bir genç kızın gizli defteri","Ongun, İpek","PL248.O54 B5 2006","Turkish fiction"
"Aşka şeytan karışır","Altaylı, Hande, 1971-","PL248.A48A83 2006","Turkish fiction"
"Kabuk adam","Erdoğan, Aslı, 1967-","PL248.E736K113 2006","Turkish fiction"
"Sessiz ev","Pamuk, Orhan, 1952-","PL248.P34 S47 2006","Turkish fiction"
"Kardeş kanı","Müstecaplıoğlu, Barış, 1977-","PL248.M975 K37 2006","Turkish fiction"
"Cehennem kraliçesi","İleri, Selim, 1949-","PL248.I27 C38 2006","Turkish fiction"
"İntibah ve Vatan yahut Silistre","Namık Kemal, 1840-1888,","PL248.N227 I5 2006","Turkish fiction"
"Ukrayna traktörlerinin kısa tarihi","Lewycka, Marina, 1946-","PR6112 .E895 S4719 2006","Turkish fiction"
"Rukas perde açılıyor","Güzelsoy, İsmail, 1963-","PL248.G935 R85 2006","Turkish fiction"
"Katilin şeyi","Sezgintüredi, Algan,","PL248.S49 K38 2006","Turkish fiction"
"İnfazcı","Trevanian,","PS3570 .R44 E519 2006","Turkish fiction"
"Ses","Altanay, Yunus Emre,","PL248.A46 S49 2006","Turkish fiction"
"Sunguroğlu -III: Foça korsanlarına karşı","Bahadıroğlu, Yavuz,","PL248.B216 S95 2006","Turkish fiction"
"Yeni hayat","Pamuk, Orhan, 1952-","PL248.P34Y46 2006","Turkish fiction"
"Yaş on yedi","Ongun, İpek, 1961-","PL248.O54 Y37 2007","Turkish fiction"
"Baba ve piç","Şafak, Elif, 1971-","PL248.S282 B33 2006 C.2","Turkish fiction"
"Tutunamayanlar","Atay, Oğuz.","PL248.A867 T8 2007","Turkish fiction"
"Ladesçi : roman","Dökmen, Üstün, 1954-","PL248.D649 L3 2006 C.1","Turkish fiction"
"Ruhumu öpmeyi unuttun","Aral, İnci,","PL248.A728 R8 2006","Turkish fiction"
"Şu çılgın Türkler : roman","Özakman, Turgut, 1930-","PL248.O935 S8 2006","Turkish fiction"
"Mo'nun gizemi : [roman]","Dayıoğlu, Gülten, 1935-","PL248.D39 M68 2005","Turkish fiction"
"Metal fırtına-2:  Kayıp naaş","Uçar, Orkun","PL248.U23 M481 2005","Turkish fiction"
"Kalfa ile kıralıca : roman","Algör, İlhami.","PL248.A44K35 2005","Turkish fiction"
"Sevdalinka","Kulin, Ayşe.","PL248.K85 S48 2005","Turkish fiction"
"Fatih-Harbiye","Safa, Peyami, 1899-1961,","PL248.S243 F384 2005","Turkish fiction"
"Eylül","Mehmet Rauf.","PL248.M45E95 2005","Turkish fiction"
"Zavallı Necdet","Safvet Nezihi, 1871-1939.","PL248.S2435Z38 2005","Turkish fiction"
"Dante denklemi","Jensen, Jane,","PS3560 .E5919 D3619 2005","Turkish fiction"
"Elli Parça","Mungan, Murathan, 1955-","PL248 .M864 E45 2005","Turkish fiction"
"Yatmadan önce 100 fırça darbesi","P., Melissa,","PQ4900 .P3 C4619 2005","Turkish fiction"
"İyi dilekler ülkesi","Koç, Hamdi, 1963-","PL248.K56 I95 2005","Turkish fiction"
"Sevgilinin geciken ölümü : roman","Gülsoy, Murat, 1967-","PL248.G74 .S48 2005","Turkish fiction"
"Parodi yaşamlar","Rifat, Serdar, 1956-","PL248.R54 P37 2005","Turkish fiction"
"Acemi eğitimi","Kozanoğlu, Can, 1963-","PL248.K887 A173 2005","Turkish fiction"
"Oteldeki cinayet : polisiye","Sjöwall, Maj, 1935-","PT9876.29.J63 P613 2005","Turkish fiction"
"Çöl masalları","Pirselimoğlu, Tayfun,","PL248 .P57 C65 2005","Turkish fiction"
"Sincap","Güzelsoy, İsmail, 1963-","PL248.G935 S56 2005","Turkish fiction"
"Mahkeme kapısı : yaşantı","Sait Faik, 1906-1954,","PL248.S253 M37 2005","Turkish fiction"
"At ve çocuk","Lewis, C. S. (Clive Staples), 1898-1963,","PR6023.E926 H81 2005","Turkish fiction"
"Üçüncü dünya savaşı","Turna, Burak, 1975-","PL248.T883 U38 2005","Turkish fiction"
"Şu çılgın Türkler : roman","Özakman, Turgut, 1930-","PL248.O935 S8 2005","Turkish fiction"
"Metal fırtına","Uçar, Orkun,","PL248.U23 M48 2004 C.2","Turkish fiction"
"Yaşar ne yaşar ne yaşamaz : roman","Nesin, Aziz, 1915-1995.","PL248.N47Y37 2007","Turkish fiction"
"Tanrıların alfabesi","Müstecaplıoğlu, Barış, 1977-","PL248.M8775T36 2005","Turkish fiction"
"Rüya : Schrödinger'in kedisi II.kitap","Alatlı, Alev.","PL248.A3775K331 2005","Turkish fiction"
"Yolda üç kişi","Kiremitçi, Tuna, 1973-","PL248.K578 Y65 2005 C.1","Turkish fiction"
"Metal fırtına 2:  kurtuluş","Turna, Burak","PL248.T871 M4 2005","Turkish fiction"
"Dokuzuncu hariciye koğuşu","Safa, Peyami, 1899-1961.","PL248.S243 D65 2005","Turkish fiction"
"Issızlığın ortası","Eroğlu, Mehmet","PL248 .E76 .I87 2005","Turkish fiction"
"Kuş kafesi","Aysu, Osman T., 1936-,","PL248 .A97 K8 2004","Turkish fiction"
"İzmir'in içinde","Kocagöz, Samim, 1916-","PL248.K63 I96 2009","Turkish fiction"
"Cemile","Orhan Kemal, 1914-1970.","PL248.O743C46 2004","Turkish fiction"
"Sinek kadar kocam olsun, başımda bulunsun","Meryem, Hatice.","PL248 .M479 S56 2004","Turkish fiction"
"Azab Ağa : bir Ege hikayesi","Culum, Mehmet, 1948-","PL248 .C85 A93 2004","Turkish fiction"
"Ruh üşümesi : oda romanı","Ağaoğlu, Adalet, 1929-","PL248 .A31 R84 2004","Turkish fiction"
"Olimpiyat","Holt, Tom, 1961-","PR6058 .O474 O4919 2004","Turkish fiction"
"Nur baba","Karaosmanoğlu, Yakup Kadri, 1889-1974","PL248.K3 N6 2004","Turkish fiction"
"Soğuk büfe","Mungan, Murathan, 1955-","PL248 .M86 S64 2004","Turkish fiction"
"Karga korosu","Karlıdağ, Kamil, 1969-","PL248.K375 K374 2004","Turkish fiction"
"Eğreti gelinler : roman","Kozalı, Şükran.","PL248.K69E37 2004","Turkish fiction"
"Dil kayması","Rifat, Serdar, 1956-","PL248.R54 D55 2004","Turkish fiction"
"Kaplumbağalar","Baykurt, Fakir, 1929-1999.","PL248.B395 K375 2004","Turkish fiction"
"Avusturya edebiyatı antolojisi: roman ve öykü","Arpad, Burhan, 1910-1994,","PT3823 .A76 2004","Turkish fiction"
"Meşhur Yenikapı cinayeti : acayip roman","Gezen, Müjdat,","PL248.G49 M47 2004","Turkish fiction"
"Pompei","Harris, Robert, 1957-","PR6058 .A69147 P66 2004","Turkish fiction"
"Her gece Bodrum","İleri, Selim, 1949-","PL248.I44 H47 2004","Turkish fiction"
"Aslında aşk da yok","Asena, Duygu, 1946-2006.","PL248.A667 A8 2004","Turkish fiction"
"Kuyruklu yıldız altında bir evlenme : kaderin cilvesi","Gürpınar, Hüseyin Rahmi, 1864-1944.","PL248.G84K89 2005","Turkish fiction"
"Moğol Kurdu","Homeric.","PQ2668.O42H66 2004","Turkish fiction"
"Üç Anadolu efsanesi : Köroğlu, Karacaoğlan, Alageyik","Yaşar Kemal, 1922-","PL250.8.Y3 U16 2004 C.3","Turkish fiction"
"Bataklık ülke","Müstecaplıoğlu, Barış, 1977-","PL248.M8775.B38 2004","Turkish fiction"
"Ölmez otu : roman","Yaşar Kemal, 1922-","PL248.Y3O3 2006","Turkish fiction"
"Ağrıdağı efsanesi : Roman","Yaşar Kemal, 1922 or 1923-2015,","PL250.8.Y3 A37 2004","Turkish fiction"
"Uçurtma avcısı","Hosseini, Khaled,","PS3608.O832 K5819 2004","Turkish fiction"
"Kuş diline öykünen","Devecioğlu, Ayşegül, 1956-","PL248 .D464 .K87 2004","Turkish fiction"
"Beyaz geceler, başkasının karısı","Dostoyevsky, Fyodor, 1821-1881.","PG3327.T9 B5 2004","Turkish fiction"
"Doğum günü, 15 Aralık : roman","Aysu, Osman T., 1936-","PL248.A924D648 2004","Turkish fiction"
"Piano piano bacaksız : evimizin insanları","Demirel, Kemãal, 1926-","PL248.D464P53 2009","Turkish fiction"
"Sevdalinka","Kulin, Ayşe, 1941-,","PL248 .K85 S48 2003","Turkish fiction"
"Kayıp aranıyor","Sait Faik, 1906-1954.","PL249.1 A33K39 2009.","Turkish fiction"
"Girit'ten Cunda'ya : ya da aşkın anatomisi","Yorulmaz, Ahmet, 1932-","PL248 .Y678 G57 2003","Turkish fiction"
"Mor","Aral, İnci, 1944-","PL248.A728 M67 2003","Turkish fiction"
"Aşkyuvarlar","Saltoğlu, Devrim, 1973-","PL248.S17 A83 2003","Turkish fiction"
"Şimdilik kadın","Saraçoğlu, Emine,","PL248.S2699 S56 2003","Turkish fiction"
"Buzdan kılıçlar","Tekin, Latife, 1957-","PL248.T35 B8 2003","Turkish fiction"
"Nişanlılar","Manzoni, Alessandro, 1785-1873.","PQ4714 .T8 P3 2003","Turkish fiction"
"Sinekli bakkal","Adıvar, Halide Edib, 1885-1964,","PL248.A3 S56 2003","Turkish fiction"
"Kırmızı kitap","Geçtan, Engin,","PL248 .G43 K57 2003","Turkish fiction"
"İzmir : 13 Eylül 1922","Coral, Mehmet, 1947-","PL248 .C67 I96 2003","Turkish fiction"
"İstanbul'un kuytu köşeleri : yaşantı","Boysan, Aydın, 1921-","PL248 .B69 I88 2003","Turkish fiction"
"Kazaklar","Tolstoy, Leo, graf, 1828-1910.","PG3367.T8 K39 2003","Turkish fiction"
"Bütün sabahlarım senin olsun : gençlik romanı","İzgü, Muzaffer, 1933-","PL248.I94 B88 2003","Turkish fiction"
"Müseccel marka","Tosunoğlu, Aytuna, 1963-","PL248.T68 M87 2003","Turkish fiction"
"Ve... veya... belki","Arıkan, Meltem, 1968-","PL248.A76V4 2003","Turkish fiction"
"Milli Mücadele'de Çamlıca'nın üç gülü : (tarihsel roman)","Topuz, Hıfzı, 1923-","PL248.T6776C36 2007","Turkish fiction"
"Evet... Ama... Sanki","Arıkan, Meltem, 1968-","PL248.A76E94 2004","Turkish fiction"
"Nefes nefese","Kulin, Ayşe.","PL248.K85N44 2003","Turkish fiction"
"Zıkkımın kökü","İzgü, Muzaffer, 1933-2017,","PL248.I94 Z4 2003","Turkish fiction"
"Hoşçakal Mayumi","Güven, Erdal, 1964-","PL248 .G884 H67 2002","Turkish fiction"
"Minta : bir ayrılık ... bir yoksulluk ... bir ölüm","Kâmuran, Solmaz,","PL248 .K65 M667 2002","Turkish fiction"
"Mutluluk","Livaneli, Zülfü, 1946-","PL248.L58 M88 2002","Turkish fiction"
"Tanios Kayası","Maalouf, Amin, 1949-","PQ3979.2.M28 R6313 2002","Turkish fiction"
"Aldatmak","Altan, Ahmet, 1950-","PL248.A483 A43 2002","Turkish fiction"
"İstek","Desbordes, Michele,","PQ2664.E74 D443 2002","Turkish fiction"
"Kiralık konak","Karaosmanoğlu, Yakup Kadri, 1889-1974.","PL248.K37 K57 2002","Turkish fiction"
"Allahın süngüleri : Reis Paşa : roman","İlhan, Attilâ, 1925-2005,","PL248.I446 A45 2002","Turkish fiction"
"Posta güvercini","Kerime Nadir, 1917-1984,","PL248.A97 P67 2002","Turkish fiction"
"Deli aşk : roman","Peride Celâl, 1916-2013,","PL248.P475 D45 2002","Turkish fiction"
"Merderan'ın sırrı","Müstecaplıoğlu, Barış, 1977-","PL248.M8775M47 2002 COPY","Turkish fiction"
"İntibah ; Vatan yahut Silistre","Namık Kemal","PL248.N227 I5 1992","Turkish fiction"
"Sis ve gece","Ümit, Ahmet, 1960-","PL248.U457 S57 2002 C.2","Turkish fiction"
"Vaterhaus","Orhan Kemal, 1914-1970.","PL248.O743 B3315 2002","Turkish fiction"
"Güvercin kayalıkları : roman","Aysu, Osman T., 1936-","PL248.A97 G88 2001","Turkish fiction"
"İsyan günlerinde aşk","Altan, Ahmet, 1950-","PL248.A42 I79 2001","Turkish fiction"
